,Country,Happiness Score,Social Support over Happiness,Economy over Happiness
100,South Africa,4.8289999961853,0.286765092873639,0.21840934075510168
101,Tunisia,4.80499982833862,0.18071831228418916,0.2096286872389739
102,Palestinian Territories,4.77500009536743,0.24202034252186014,0.14999983522904822
103,Egypt,4.7350001335144,0.2106592109881005,0.2090183272633528
104,Bulgaria,4.71400022506714,0.30428073609330397,0.24638503030808784
105,Sierra Leone,4.70900011062622,0.2089904484729819,0.07823761309439979
106,Cameroon,4.69500017166138,0.20149482095958723,0.12019283161941102
107,Iran,4.69199991226196,0.15165201669499206,0.246562900381378
108,Albania,4.64400005340576,0.1730588369198457,0.21451178765262854
109,Bangladesh,4.60799980163574,0.15953380473434745,0.12731835949384074
110,Namibia,4.57399988174438,0.24015540784329398,0.21085141028189816
111,Kenya,4.55299997329712,0.23455979174584715,0.12310113451217085
112,Mozambique,4.550000190734861,0.19136285241670506,0.05149574509313631
113,Myanmar,4.54500007629395,0.24713661651885618,0.08077239697275022
114,Senegal,4.53499984741211,0.2601305293134462,0.105691077961143
115,Zambia,4.513999938964839,0.22223910330950805,0.140985110300021
116,Iraq,4.49700021743774,0.21761466544048388,0.2452102361886615
117,Gabon,4.46500015258789,0.2588175090326725,0.26835614747200487
118,Ethiopia,4.46000003814697,0.19387201712166144,0.07606139967955697
119,Sri Lanka,4.44000005722046,0.28377846188873784,0.22744372328194945
120,Armenia,4.37599992752075,0.2302293732783986,0.2058036455160253
121,India,4.31500005722046,0.17482562844429203,0.18359704232777868
122,Mauritania,4.29199981689453,0.2963725267126586,0.1510851156585685
123,Congo (Brazzaville),4.29099988937378,0.19390454077669012,0.18852581527099102
124,Georgia,4.28599977493286,0.1331346159430278,0.2217948469765396
125,Congo (Kinshasa),4.2800002098083505,0.28715499914158255,0.02151923931999014
126,Mali,4.19000005722046,0.3058409023170079,0.11364689435052684
127,Ivory Coast,4.17999982833862,0.2164545615807267,0.14427008263086372
128,Cambodia,4.1680002212524405,0.24141993472090456,0.14437741464581016
129,Sudan,4.138999938964839,0.2933096370185095,0.15934203959580262
130,Ghana,4.11999988555908,0.21205455364452916,0.16194777741796373
131,Ukraine,4.09600019454956,0.34046325728890947,0.2184208757109338
132,Uganda,4.08099985122681,0.2768507177153135,0.09346501573819739
133,Burkina Faso,4.03200006484985,0.25874999719125036,0.08686203074204127
134,Niger,4.02799987792969,0.24653054492497492,0.040199934375698465
135,Malawi,3.97000002861023,0.1291105359571549,0.05880152055801712
136,Chad,3.9360001087188703,0.24234142423962146,0.11128378436905784
137,Zimbabwe,3.875,0.27950862146193034,0.09699265418514118
138,Lesotho,3.80800008773804,0.312524989184136,0.13682280328401533
139,Angola,3.79500007629395,0.29101763832549266,0.2261997794361181
140,Afghanistan,3.7939999103546103,0.1532797417287009,0.10581898449141779
141,Botswana,3.7660000324249303,0.3243640425028275,0.2979538355541098
142,Benin,3.65700006484985,0.11903194854539895,0.11787951875565982
143,Madagascar,3.64400005340576,0.2505544344153944,0.083921154963961
144,Haiti,3.6029999256133998,0.1777546031561381,0.1023064863949544
145,Yemen,3.59299993515015,0.2603346128176428,0.1646767208572927
146,South Sudan,3.5910000801086404,0.1674528305018556,0.11062339651724314
147,Liberia,3.5329999923706095,0.24684911930214667,0.03369425228005904
148,Guinea,3.50699996948242,0.22561867480330997,0.06973194531614578
149,Togo,3.4949998855590803,0.12357154351715656,0.08739477179077683
150,Rwanda,3.47099995613098,0.27245953186295035,0.106236213742568
151,Syria,3.46199989318848,0.11441439037290264,0.22448098160692168
152,Tanzania,3.34899997711182,0.31113461046148555,0.15262343376291837
153,Burundi,2.90499997138977,0.21679641671234642,0.031539610867225655
154,Central African Republic,2.69300007820129,0.0,0.0
